,cat_id,cat_nm_0,cat_nm_1,cat_nm_2,cat_nm_3
0,50003307,가구/인테리어,DIY자재/용품,가구부속품,가구다리
1,50003308,가구/인테리어,DIY자재/용품,가구부속품,가구바퀴
2,50003309,가구/인테리어,DIY자재/용품,가구부속품,경첩/꺽쇠/자석철물류
3,50003314,가구/인테리어,DIY자재/용품,가구부속품,기타가구부속품
4,50003310,가구/인테리어,DIY자재/용품,가구부속품,나사/못
5,50003311,가구/인테리어,DIY자재/용품,가구부속품,로프/철망
6,50003312,가구/인테리어,DIY자재/용품,가구부속품,서랍레일
7,50003313,가구/인테리어,DIY자재/용품,가구부속품,소켓/옷걸이봉
8,50001066,가구/인테리어,DIY자재/용품,데코스티커,
9,50008228,가구/인테리어,DIY자재/용품,리모델링,싱크대
10,50008208,가구/인테리어,DIY자재/용품,리모델링,욕실/바스
11,50008188,가구/인테리어,DIY자재/용품,리모델링,중문
12,50008848,가구/인테리어,DIY자재/용품,리모델링,창문/창호/새시
13,50001060,가구/인테리어,DIY자재/용품,목재,
14,50001064,가구/인테리어,DIY자재/용품,몰딩,
15,50003321,가구/인테리어,DIY자재/용품,바닥재,기타바닥재
16,50003315,가구/인테리어,DIY자재/용품,바닥재,마루
17,50003316,가구/인테리어,DIY자재/용품,바닥재,매트류
18,50003317,가구/인테리어,DIY자재/용품,바닥재,온돌마루
19,50003318,가구/인테리어,DIY자재/용품,바닥재,인조잔디
20,50003319,가구/인테리어,DIY자재/용품,바닥재,장판
21,50003320,가구/인테리어,DIY자재/용품,바닥재,필름난방
22,50001061,가구/인테리어,DIY자재/용품,반제품,
23,50003328,가구/인테리어,DIY자재/용품,벽지,기타벽지
24,50003327,가구/인테리어,DIY자재/용품,벽지,띠벽지
25,50003325,가구/인테리어,DIY자재/용품,벽지,뮤럴벽지
26,50003324,가구/인테리어,DIY자재/용품,벽지,실크벽지
27,50003326,가구/인테리어,DIY자재/용품,벽지,포인트벽지
28,50003323,가구/인테리어,DIY자재/용품,벽지,합지벽지
29,50001062,가구/인테리어,DIY자재/용품,손잡이,
30,50003691,가구/인테리어,DIY자재/용품,시트지,단색시트지
31,50003690,가구/인테리어,DIY자재/용품,시트지,무늬목시트지
32,50003694,가구/인테리어,DIY자재/용품,시트지,뮤럴시트지
33,50003693,가구/인테리어,DIY자재/용품,시트지,아이방시트지
34,50003696,가구/인테리어,DIY자재/용품,시트지,유리용시트지
35,50003329,가구/인테리어,DIY자재/용품,시트지,타일시트지
36,50003692,가구/인테리어,DIY자재/용품,시트지,포인트시트지
37,50001067,가구/인테리어,DIY자재/용품,접착제/보수용품,
38,50007146,가구/인테리어,DIY자재/용품,타일,도기질타일
39,50003322,가구/인테리어,DIY자재/용품,타일,스텐타일
40,50003684,가구/인테리어,DIY자재/용품,타일,아트타일
41,50003685,가구/인테리어,DIY자재/용품,타일,우드타일
42,50003686,가구/인테리어,DIY자재/용품,타일,유리타일
43,50003687,가구/인테리어,DIY자재/용품,타일,자기질타일
44,50003688,가구/인테리어,DIY자재/용품,타일,접착식타일
45,50003689,가구/인테리어,DIY자재/용품,타일,카페트타일
46,50001063,가구/인테리어,DIY자재/용품,파벽돌,
47,50001065,가구/인테리어,DIY자재/용품,패널,
48,50001310,가구/인테리어,거실가구,TV거실장,
49,50003242,가구/인테리어,거실가구,소파,가죽소파
50,50003245,가구/인테리어,거실가구,소파,리클라이너소파
51,50003248,가구/인테리어,거실가구,소파,벤치소파
52,50003250,가구/인테리어,거실가구,소파,빈백
53,50003247,가구/인테리어,거실가구,소파,소파베드
54,50003249,가구/인테리어,거실가구,소파,수납소파
55,50003243,가구/인테리어,거실가구,소파,인조가죽소파
56,50003246,가구/인테리어,거실가구,소파,좌식소파
57,50003244,가구/인테리어,거실가구,소파,패브릭소파
58,50009000,가구/인테리어,거실가구,소파,흙/돌소파
59,50001311,가구/인테리어,거실가구,장식장,
60,50003251,가구/인테리어,거실가구,테이블,거실테이블
61,50003253,가구/인테리어,거실가구,테이블,사이드테이블
62,50003254,가구/인테리어,거실가구,테이블,접이식테이블
63,50003304,가구/인테리어,서재/사무용가구,사무/교구용가구,교구용가구/소품
64,50003306,가구/인테리어,서재/사무용가구,사무/교구용가구,기타사무/교구용가구
65,50003298,가구/인테리어,서재/사무용가구,사무/교구용가구,사무용소파
66,50003300,가구/인테리어,서재/사무용가구,사무/교구용가구,사무용수납가구
67,50003299,가구/인테리어,서재/사무용가구,사무/교구용가구,사무용의자
68,50003296,가구/인테리어,서재/사무용가구,사무/교구용가구,사무용책상
69,50003297,가구/인테리어,서재/사무용가구,사무/교구용가구,사무용책장
70,50003302,가구/인테리어,서재/사무용가구,사무/교구용가구,캐비닛
71,50003301,가구/인테리어,서재/사무용가구,사무/교구용가구,파티션
72,50003305,가구/인테리어,서재/사무용가구,사무/교구용가구,학원/학교책걸상
73,50003303,가구/인테리어,서재/사무용가구,사무/교구용가구,회의테이블
74,50003294,가구/인테리어,서재/사무용가구,의자,간이/접이식의자
75,50003683,가구/인테리어,서재/사무용가구,의자,목받침의자
76,50003266,가구/인테리어,서재/사무용가구,의자,스툴
77,50003291,가구/인테리어,서재/사무용가구,의자,안락의자
78,50003295,가구/인테리어,서재/사무용가구,의자,의자발받침대
79,50003682,가구/인테리어,서재/사무용가구,의자,인테리어의자
80,50003264,가구/인테리어,서재/사무용가구,의자,일반의자
81,50003265,가구/인테리어,서재/사무용가구,의자,좌식의자
82,50003293,가구/인테리어,서재/사무용가구,의자,하이팩의자
83,50003292,가구/인테리어,서재/사무용가구,의자,흔들의자
84,50001347,가구/인테리어,서재/사무용가구,책꽂이,
85,50003677,가구/인테리어,서재/사무용가구,책상,2인용 책상
86,50003263,가구/인테리어,서재/사무용가구,책상,h형 책상
87,50003680,가구/인테리어,서재/사무용가구,책상,독서실책상
88,50003681,가구/인테리어,서재/사무용가구,책상,삼나무/원목책상
89,50007169,가구/인테리어,서재/사무용가구,책상,스탠딩책상
90,50003675,가구/인테리어,서재/사무용가구,책상,일자형 책상
91,50003676,가구/인테리어,서재/사무용가구,책상,좌식책상
92,50003695,가구/인테리어,서재/사무용가구,책상,책상소품
93,50003678,가구/인테리어,서재/사무용가구,책상,컴퓨터책상
94,50003679,가구/인테리어,서재/사무용가구,책상,코너형책상
95,50001346,가구/인테리어,서재/사무용가구,책장,
96,50000980,가구/인테리어,솜류,방석솜,
97,50003503,가구/인테리어,솜류,베개솜/속통,거위털/오리털베개솜
98,50003504,가구/인테리어,솜류,베개솜/속통,마이크로화이바베개솜
99,50003502,가구/인테리어,솜류,베개솜/속통,양모베개솜
100,50003501,가구/인테리어,솜류,베개솜/속통,일반베개솜
101,50003505,가구/인테리어,솜류,요솜/매트솜,견면요솜
102,50003506,가구/인테리어,솜류,요솜/매트솜,목화요솜
103,50003509,가구/인테리어,솜류,이불솜,거위털/오리털이불솜
104,50003510,가구/인테리어,솜류,이불솜,마이크로화이바이불솜
105,50003508,가구/인테리어,솜류,이불솜,양모이불솜
106,50003507,가구/인테리어,솜류,이불솜,일반이불솜
107,50000979,가구/인테리어,솜류,쿠션솜,
108,50001325,가구/인테리어,수납가구,CD/DVD장,
109,50001323,가구/인테리어,수납가구,고가구,
110,50001322,가구/인테리어,수납가구,공간박스,
111,50001324,가구/인테리어,수납가구,나비장,
112,50001321,가구/인테리어,수납가구,선반,
113,50001330,가구/인테리어,수납가구,소품수납함,
114,50001320,가구/인테리어,수납가구,수납장,
115,50001326,가구/인테리어,수납가구,신발장,
116,50001327,가구/인테리어,수납가구,우산꽂이,
117,50001328,가구/인테리어,수납가구,잡지꽂이,
118,50001329,가구/인테리어,수납가구,코너장,
119,50001319,가구/인테리어,수납가구,행거,
120,50000851,가구/인테리어,수예,기타수예,
121,50003658,가구/인테리어,수예,뜨개질,뜨개질바늘
122,50003657,가구/인테리어,수예,뜨개질,뜨개질실
123,50003660,가구/인테리어,수예,뜨개질,완제품
124,50003659,가구/인테리어,수예,뜨개질,패키지
125,50006874,가구/인테리어,수예,보석십자수,
126,50000850,가구/인테리어,수예,수예용품/부자재,
127,50000849,가구/인테리어,수예,원단,
128,50003661,가구/인테리어,수예,자수,도안
129,50003663,가구/인테리어,수예,자수,실/바늘
130,50003665,가구/인테리어,수예,자수,완제품
131,50003662,가구/인테리어,수예,자수,원단
132,50003664,가구/인테리어,수예,자수,패키지
133,50003666,가구/인테리어,수예,퀼트/펠트,도안
134,50003669,가구/인테리어,수예,퀼트/펠트,완제품
135,50003667,가구/인테리어,수예,퀼트/펠트,원단
136,50003668,가구/인테리어,수예,퀼트/펠트,패키지
137,50001339,가구/인테리어,아동/주니어가구,서랍장,
138,50001342,가구/인테리어,아동/주니어가구,소파,
139,50001344,가구/인테리어,아동/주니어가구,소품가구,
140,50001340,가구/인테리어,아동/주니어가구,수납장,
141,50001345,가구/인테리어,아동/주니어가구,아동침실세트,
142,50001337,가구/인테리어,아동/주니어가구,옷장,
143,50001341,가구/인테리어,아동/주니어가구,의자,
144,50001336,가구/인테리어,아동/주니어가구,책꽂이,
145,50001332,가구/인테리어,아동/주니어가구,책상,
146,50001333,가구/인테리어,아동/주니어가구,책상의자,
147,50001334,가구/인테리어,아동/주니어가구,책상의자세트,
148,50001335,가구/인테리어,아동/주니어가구,책장,
149,50003671,가구/인테리어,아동/주니어가구,침대,벙커침대
150,50003672,가구/인테리어,아동/주니어가구,침대,이단침대
151,50003673,가구/인테리어,아동/주니어가구,침대,이층침대
152,50003262,가구/인테리어,아동/주니어가구,침대,일반침대
153,50001338,가구/인테리어,아동/주니어가구,행거,
154,50001059,가구/인테리어,아웃도어가구,기타아웃도어가구,
155,50001058,가구/인테리어,아웃도어가구,야외벤치,
156,50001055,가구/인테리어,아웃도어가구,야외의자,
157,50001054,가구/인테리어,아웃도어가구,야외테이블,
158,50001056,가구/인테리어,아웃도어가구,정원그네,
159,50001057,가구/인테리어,아웃도어가구,정자,
160,50000968,가구/인테리어,인테리어소품,기타장식용품,
161,50000965,가구/인테리어,인테리어소품,냉장고자석,
162,50000963,가구/인테리어,인테리어소품,도어벨,
163,50000964,가구/인테리어,인테리어소품,디자인문패,
164,50006788,가구/인테리어,인테리어소품,미술작품,공예디자인
165,50006313,가구/인테리어,인테리어소품,미술작품,사진작품
166,50006312,가구/인테리어,인테리어소품,미술작품,아트포스터
167,50007190,가구/인테리어,인테리어소품,미술작품,조각
168,50006311,가구/인테리어,인테리어소품,미술작품,판화
169,50006310,가구/인테리어,인테리어소품,미술작품,회화
170,50003330,가구/인테리어,인테리어소품,스탠드,단스탠드
171,50003331,가구/인테리어,인테리어소품,스탠드,장스탠드
172,50003343,가구/인테리어,인테리어소품,시계,벽시계
173,50003345,가구/인테리어,인테리어소품,시계,스탠드시계
174,50003344,가구/인테리어,인테리어소품,시계,알람/탁상시계
175,50003357,가구/인테리어,인테리어소품,아로마/캔들용품,기타아로마/캔들용품
176,50006876,가구/인테리어,인테리어소품,아로마/캔들용품,석고방향제만들기
177,50003355,가구/인테리어,인테리어소품,아로마/캔들용품,아로마램프/오일
178,50003356,가구/인테리어,인테리어소품,아로마/캔들용품,아로마방향제/디퓨저
179,50003353,가구/인테리어,인테리어소품,아로마/캔들용품,초/향초
180,50003354,가구/인테리어,인테리어소품,아로마/캔들용품,촛대/홀더
181,50006875,가구/인테리어,인테리어소품,아로마/캔들용품,캔들만들기
182,50003347,가구/인테리어,인테리어소품,액자,벽걸이액자
183,50003352,가구/인테리어,인테리어소품,액자,액자세트
184,50003349,가구/인테리어,인테리어소품,액자,캐릭터액자
185,50003346,가구/인테리어,인테리어소품,액자,탁상용액자
186,50003348,가구/인테리어,인테리어소품,액자,파티션액자
187,50003350,가구/인테리어,인테리어소품,액자,퍼즐/그림/사진액자
188,50003351,가구/인테리어,인테리어소품,액자,포토보드/집게
189,50000966,가구/인테리어,인테리어소품,앤틱소품,
190,50001076,가구/인테리어,인테리어소품,오르골,
191,50000962,가구/인테리어,인테리어소품,우체통,
192,50000961,가구/인테리어,인테리어소품,워터볼,
193,50001074,가구/인테리어,인테리어소품,인터폰박스,
194,50001075,가구/인테리어,인테리어소품,인테리어분수,
195,50001073,가구/인테리어,인테리어소품,인테리어창문,
196,50001072,가구/인테리어,인테리어소품,인테리어파티션,
197,50001070,가구/인테리어,인테리어소품,장식미니어처,
198,50001069,가구/인테리어,인테리어소품,장식인형,
199,50000967,가구/인테리어,인테리어소품,전통공예소품,
200,50007247,가구/인테리어,인테리어소품,조명,LED모듈
201,50003334,가구/인테리어,인테리어소품,조명,거실조명
202,50003332,가구/인테리어,인테리어소품,조명,벽등
203,50003336,가구/인테리어,인테리어소품,조명,분수등
204,50003333,가구/인테리어,인테리어소품,조명,샹들리에
205,50003335,가구/인테리어,인테리어소품,조명,야외조명
206,50003338,가구/인테리어,인테리어소품,조명,욕실조명
207,50003340,가구/인테리어,인테리어소품,조명,인테리어조명
208,50003341,가구/인테리어,인테리어소품,조명,전구
209,50003337,가구/인테리어,인테리어소품,조명,주방조명
210,50003339,가구/인테리어,인테리어소품,조명,현관조명
211,50003342,가구/인테리어,인테리어소품,조명,형광등
212,50001071,가구/인테리어,인테리어소품,화병,
213,50001317,가구/인테리어,주방가구,그릇장/컵보드,
214,50001318,가구/인테리어,주방가구,기타주방가구,
215,50001313,가구/인테리어,주방가구,레인지대,
216,50003258,가구/인테리어,주방가구,식탁/의자,레인지대겸용식탁
217,50003255,가구/인테리어,주방가구,식탁/의자,식탁세트
218,50003260,가구/인테리어,주방가구,식탁/의자,식탁의자
219,50003256,가구/인테리어,주방가구,식탁/의자,식탁테이블
220,50003257,가구/인테리어,주방가구,식탁/의자,아일랜드식탁
221,50003261,가구/인테리어,주방가구,식탁/의자,아일랜드식탁의자
222,50001315,가구/인테리어,주방가구,왜건/카트,
223,50001316,가구/인테리어,주방가구,주방수납장,
224,50000976,가구/인테리어,침구단품,기타침구단품,
225,50000973,가구/인테리어,침구단품,담요,
226,50003473,가구/인테리어,침구단품,매트/침대커버,더블/퀸/킹매트커버
227,50003471,가구/인테리어,침구단품,매트/침대커버,더블/퀸/킹침대커버
228,50003472,가구/인테리어,침구단품,매트/침대커버,싱글/슈퍼싱글매트커버
229,50003470,가구/인테리어,침구단품,매트/침대커버,싱글/슈퍼싱글침대커버
230,50000974,가구/인테리어,침구단품,무릎담요,
231,50003474,가구/인테리어,침구단품,베개,계절베개
232,50003475,가구/인테리어,침구단품,베개,라텍스베개
233,50003476,가구/인테리어,침구단품,베개,메모리폼베개
234,50003477,가구/인테리어,침구단품,베개,베개커버
235,50003478,가구/인테리어,침구단품,베개,베개커버세트
236,50000969,가구/인테리어,침구단품,스프레드,
237,50003481,가구/인테리어,침구단품,요,요세트
238,50003482,가구/인테리어,침구단품,요,요커버
239,50000972,가구/인테리어,침구단품,이불커버,
240,50000975,가구/인테리어,침구단품,전기매트커버,
241,50000970,가구/인테리어,침구단품,차렵이불,
242,50007048,가구/인테리어,침구단품,토퍼,
243,50007049,가구/인테리어,침구단품,토퍼커버,
244,50003480,가구/인테리어,침구단품,패드,더블/퀸/킹패드
245,50003479,가구/인테리어,침구단품,패드,싱글/슈퍼싱글패드
246,50000971,가구/인테리어,침구단품,홑이불,
247,50003489,가구/인테리어,침구세트,매트커버세트,더블/퀸매트커버세트
248,50003488,가구/인테리어,침구세트,매트커버세트,슈퍼싱글매트커버세트
249,50003487,가구/인테리어,침구세트,매트커버세트,싱글매트커버세트
250,50003490,가구/인테리어,침구세트,매트커버세트,킹매트커버세트
251,50003499,가구/인테리어,침구세트,요이불세트,1인용
252,50003500,가구/인테리어,침구세트,요이불세트,2/3인용
253,50003493,가구/인테리어,침구세트,이불베개세트,더블/퀸이불베개세트
254,50003492,가구/인테리어,침구세트,이불베개세트,슈퍼싱글이불베개세트
255,50003491,가구/인테리어,침구세트,이불베개세트,싱글이불베개세트
256,50003494,가구/인테리어,침구세트,이불베개세트,킹이불베개세트
257,50003497,가구/인테리어,침구세트,이불패드세트,더블/퀸이불패드세트
258,50003496,가구/인테리어,침구세트,이불패드세트,슈퍼싱글이불패드세트
259,50003495,가구/인테리어,침구세트,이불패드세트,싱글이불패드세트
260,50003498,가구/인테리어,침구세트,이불패드세트,킹이불패드세트
261,50003485,가구/인테리어,침구세트,침대커버세트,더블/퀸침대커버세트
262,50003484,가구/인테리어,침구세트,침대커버세트,슈퍼싱글침대커버세트
263,50003483,가구/인테리어,침구세트,침대커버세트,싱글침대커버세트
264,50003486,가구/인테리어,침구세트,침대커버세트,킹침대커버세트
265,50000977,가구/인테리어,침구세트,한실예단세트,
266,50003237,가구/인테리어,침실가구,거울,벽걸이거울
267,50003240,가구/인테리어,침실가구,거울,손거울
268,50003238,가구/인테리어,침실가구,거울,전신거울
269,50003239,가구/인테리어,침실가구,거울,탁상거울
270,50003224,가구/인테리어,침실가구,매트리스,더블매트리스
271,50003223,가구/인테리어,침실가구,매트리스,슈퍼싱글매트리스
272,50003222,가구/인테리어,침실가구,매트리스,싱글매트리스
273,50003225,가구/인테리어,침실가구,매트리스,퀸매트리스
274,50003226,가구/인테리어,침실가구,매트리스,킹매트리스
275,50001308,가구/인테리어,침실가구,부부테이블,
276,50007189,가구/인테리어,침실가구,서랍장,
277,50003231,가구/인테리어,침실가구,장롱/붙박이장,드레스룸
278,50003229,가구/인테리어,침실가구,장롱/붙박이장,붙박이장
279,50003227,가구/인테리어,침실가구,장롱/붙박이장,옷장
280,50003228,가구/인테리어,침실가구,장롱/붙박이장,장롱
281,50003230,가구/인테리어,침실가구,장롱/붙박이장,틈새옷장
282,50003212,가구/인테리어,침실가구,침대,더블침대
283,50003219,가구/인테리어,침실가구,침대,돌침대
284,50007069,가구/인테리어,침실가구,침대,모션베드
285,50003221,가구/인테리어,침실가구,침대,베드벤치
286,50003211,가구/인테리어,침실가구,침대,슈퍼싱글침대
287,50003210,가구/인테리어,침실가구,침대,싱글침대
288,50003217,가구/인테리어,침실가구,침대,이단침대
289,50003216,가구/인테리어,침실가구,침대,이층침대
290,50003218,가구/인테리어,침실가구,침대,접이식침대
291,50003215,가구/인테리어,침실가구,침대,침대프레임
292,50003213,가구/인테리어,침실가구,침대,퀸침대
293,50003214,가구/인테리어,침실가구,침대,킹침대
294,50006200,가구/인테리어,침실가구,침대,패밀리침대
295,50003220,가구/인테리어,침실가구,침대,흙침대
296,50001309,가구/인테리어,침실가구,침실세트,
297,50001307,가구/인테리어,침실가구,협탁,
298,50003232,가구/인테리어,침실가구,화장대,일반화장대
299,50003234,가구/인테리어,침실가구,화장대,좌식화장대
300,50003233,가구/인테리어,침실가구,화장대,콘솔
301,50003236,가구/인테리어,침실가구,화장대,화장대의자
302,50003235,가구/인테리어,침실가구,화장대,화장품정리함
303,50000983,가구/인테리어,카페트/러그,대자리,
304,50000981,가구/인테리어,카페트/러그,러그,
305,50000982,가구/인테리어,카페트/러그,발매트,
306,50000984,가구/인테리어,카페트/러그,왕골자리,
307,50003511,가구/인테리어,카페트/러그,카페트,면/극세사카페트
308,50003513,가구/인테리어,카페트/러그,카페트,원목/우드카페트
309,50003512,가구/인테리어,카페트/러그,카페트,파일카페트
310,50000852,가구/인테리어,카페트/러그,쿨매트,
311,50000864,가구/인테리어,커튼/블라인드,대나무발,
312,50000857,가구/인테리어,커튼/블라인드,로만셰이드,
313,50000861,가구/인테리어,커튼/블라인드,롤스크린,
314,50000862,가구/인테리어,커튼/블라인드,바란스,
315,50000860,가구/인테리어,커튼/블라인드,버티컬,
316,50000859,가구/인테리어,커튼/블라인드,블라인드,
317,50000865,가구/인테리어,커튼/블라인드,비즈발,
318,50000853,가구/인테리어,커튼/블라인드,실커튼,
319,50000866,가구/인테리어,커튼/블라인드,자바라,
320,50000863,가구/인테리어,커튼/블라인드,캐노피,
321,50000858,가구/인테리어,커튼/블라인드,커튼/로만세트,
322,50003514,가구/인테리어,커튼/블라인드,커튼,거실용커튼
323,50003515,가구/인테리어,커튼/블라인드,커튼,창문용커튼
324,50003516,가구/인테리어,커튼/블라인드,커튼,커튼링/봉
325,50000867,가구/인테리어,커튼/블라인드,커튼액세서리,
326,50006168,가구/인테리어,커튼/블라인드,콤비블라인드,
327,50003641,가구/인테리어,홈데코,주방데코,기타주방데코
328,50003526,가구/인테리어,홈데코,주방데코,러너
329,50003524,가구/인테리어,홈데코,주방데코,식탁매트
330,50003522,가구/인테리어,홈데코,주방데코,식탁보
331,50003523,가구/인테리어,홈데코,주방데코,식탁보세트
332,50003527,가구/인테리어,홈데코,주방데코,앞치마
333,50003525,가구/인테리어,홈데코,주방데코,의자커버
334,50003640,가구/인테리어,홈데코,주방데코,주방장갑
335,50003521,가구/인테리어,홈데코,커버류,기타커버류
336,50003517,가구/인테리어,홈데코,커버류,소파커버/패드
337,50003518,가구/인테리어,홈데코,커버류,에어컨커버
338,50003520,가구/인테리어,홈데코,커버류,피아노커버
339,50003643,가구/인테리어,홈데코,쿠션/방석,계절방석
340,50003644,가구/인테리어,홈데코,쿠션/방석,기능성방석
341,50003647,가구/인테리어,홈데코,쿠션/방석,기능성쿠션
342,50003649,가구/인테리어,홈데코,쿠션/방석,대쿠션/대방석
343,50003648,가구/인테리어,홈데코,쿠션/방석,등쿠션
344,50003651,가구/인테리어,홈데코,쿠션/방석,목쿠션/아이필로우
345,50003652,가구/인테리어,홈데코,쿠션/방석,바디필로우
346,50003645,가구/인테리어,홈데코,쿠션/방석,방석커버
347,50003642,가구/인테리어,홈데코,쿠션/방석,일반방석
348,50003646,가구/인테리어,홈데코,쿠션/방석,일반쿠션
349,50003656,가구/인테리어,홈데코,쿠션/방석,쿠션/방석기타
350,50003655,가구/인테리어,홈데코,쿠션/방석,쿠션/방석커버세트
351,50003654,가구/인테리어,홈데코,쿠션/방석,쿠션커버
352,50003653,가구/인테리어,홈데코,쿠션/방석,팔꿈치/손목쿠션
353,50003650,가구/인테리어,홈데코,쿠션/방석,헤드쿠션
354,50011581,도서,가정/요리,eBook,
355,50005803,도서,가정/요리,결혼/가족,가족관계
356,50005801,도서,가정/요리,결혼/가족,결혼
357,50005802,도서,가정/요리,결혼/가족,부부관계
358,50011600,도서,가정/요리,오디오북,
359,50005817,도서,가정/요리,요리,나라별요리
360,50005819,도서,가정/요리,요리,차/술/음료
361,50005816,도서,가정/요리,요리,테마별요리
362,50005818,도서,가정/요리,요리,홈베이킹/베이커리
363,50010100,도서,가정/요리,육아,육아법
364,50010081,도서,가정/요리,육아,육아일기
365,50010400,도서,가정/요리,인테리어/살림,가구/DIY
366,50005814,도서,가정/요리,인테리어/살림,생활의 지혜
367,50005812,도서,가정/요리,인테리어/살림,인테리어
368,50005813,도서,가정/요리,인테리어/살림,정원가꾸기
369,50005804,도서,가정/요리,임신/출산,임신/출산
370,50005805,도서,가정/요리,임신/출산,태교
371,50005809,도서,가정/요리,자녀교육,독서교육
372,50005808,도서,가정/요리,자녀교육,영어교육
373,50005810,도서,가정/요리,자녀교육,자녀교육일반
374,50005811,도서,가정/요리,자녀교육,좋은부모 되기
375,50011620,도서,건강/취미,eBook,
376,50009961,도서,건강/취미,건강,건강운동 기타
377,50009941,도서,건강/취미,건강,건강정보/이야기
378,50009980,도서,건강/취미,건강,다이어트/미용
379,50009981,도서,건강/취미,건강,달리기/마라톤
380,50010000,도서,건강/취미,건강,요가/헬스
381,50010080,도서,건강/취미,건강,의학/식품/생활과학
382,50009960,도서,건강/취미,건강,질병치료/예방
383,50011640,도서,건강/취미,오디오북,
384,50011320,도서,건강/취미,정가제free,
385,50010060,도서,건강/취미,취미/레저,골프
386,50010022,도서,건강/취미,취미/레저,꽃꽂이
387,50010025,도서,건강/취미,취미/레저,낚시
388,50010061,도서,건강/취미,취미/레저,등산
389,50010020,도서,건강/취미,취미/레저,뜨개질/퀼트/십자수
390,50010062,도서,건강/취미,취미/레저,레저/스포츠기타
391,50009982,도서,건강/취미,취미/레저,바둑/장기
392,50009962,도서,건강/취미,취미/레저,반려동물
393,50009942,도서,건강/취미,취미/레저,비즈/구슬공예
394,50009983,도서,건강/취미,취미/레저,사진/비디오
395,50010021,도서,건강/취미,취미/레저,선물포장/리본공예
396,50010040,도서,건강/취미,취미/레저,옷만들기
397,50010024,도서,건강/취미,취미/레저,취미기타
398,50010023,도서,건강/취미,취미/레저,퍼즐/스도쿠
399,50010480,도서,경제/경영,CEO/비즈니스맨,
400,50011420,도서,경제/경영,eBook,
401,50005829,도서,경제/경영,경영,경영실무
402,50005826,도서,경제/경영,경영,경영일반/이론
403,50005827,도서,경제/경영,경영,경영전략/혁신
404,50010520,도서,경제/경영,경영,창업/장사
405,50005822,도서,경제/경영,경제,경제사상/이론
406,50005821,도서,경제/경영,경제,경제전망
407,50005824,도서,경제/경영,경제,국제경제
408,50005825,도서,경제/경영,경제,금융/재정/화폐
409,50005820,도서,경제/경영,경제,쉽게읽는 경제
410,50005823,도서,경제/경영,경제,한국경제
411,50005832,도서,경제/경영,마케팅/세일즈,광고/홍보
412,50005830,도서,경제/경영,마케팅/세일즈,마케팅일반
413,50005831,도서,경제/경영,마케팅/세일즈,마케팅전략
414,50005833,도서,경제/경영,마케팅/세일즈,영업/세일즈
415,50005834,도서,경제/경영,마케팅/세일즈,트렌드/미래예측
416,50011341,도서,경제/경영,오디오북,
417,50005836,도서,경제/경영,재테크/투자,부동산/경매
418,50005835,도서,경제/경영,재테크/투자,재테크일반
419,50005837,도서,경제/경영,재테크/투자,주식/증권
420,50010560,도서,고등학교 참고서,EBS 고등,
421,50010223,도서,고등학교 참고서,기타,
422,50010222,도서,고등학교 참고서,문제집,
423,50010142,도서,고등학교 참고서,수능문제집,
424,50009963,도서,고등학교 참고서,자습서,
425,50011520,도서,국어/외국어,eBook,
426,50010741,도서,국어/외국어,국어,국어사전
427,50005945,도서,국어/외국어,국어,국어의이해
428,50005946,도서,국어/외국어,국어,국어학이론
429,50005947,도서,국어/외국어,국어,외국인을 위한 한국어
430,50005948,도서,국어/외국어,국어,한국어수험서
431,50010683,도서,국어/외국어,기타 국가 사전,
432,50005968,도서,국어/외국어,기타외국어,기타외국어
433,50005964,도서,국어/외국어,기타외국어,독일어
434,50005966,도서,국어/외국어,기타외국어,러시아어
435,50005967,도서,국어/외국어,기타외국어,스페인어
436,50005965,도서,국어/외국어,기타외국어,프랑스어
437,50010684,도서,국어/외국어,백과/전문사전,
438,50005951,도서,국어/외국어,영어,문법/독해/작문
439,50005955,도서,국어/외국어,영어,번역/통역
440,50005952,도서,국어/외국어,영어,비즈니스영어
441,50005954,도서,국어/외국어,영어,수험영어
442,50005949,도서,국어/외국어,영어,영어학습일반
443,50005953,도서,국어/외국어,영어,유학영어
444,50010682,도서,국어/외국어,영어,한영/영한/영영사전
445,50005950,도서,국어/외국어,영어,회화/청취
446,50011540,도서,국어/외국어,오디오북,
447,50005958,도서,국어/외국어,일본어,문법/독해/작문
448,50005959,도서,국어/외국어,일본어,일본어능력시험/JPT
449,50005956,도서,국어/외국어,일본어,일본어일반
450,50010621,도서,국어/외국어,일본어,일한/한일사전
451,50005957,도서,국어/외국어,일본어,회화/청취
452,50005963,도서,국어/외국어,중국어,HSK
453,50005962,도서,국어/외국어,중국어,문법/독해/작문
454,50005960,도서,국어/외국어,중국어,중국어일반
455,50010720,도서,국어/외국어,중국어,중한/한중사전
456,50005961,도서,국어/외국어,중국어,회화/청취
457,50010740,도서,국어/외국어,한자사전,
458,50005727,도서,만화,SF/판타지,
459,50011660,도서,만화,eBook,
460,50005730,도서,만화,공포/추리,
461,50005722,도서,만화,교양만화,
462,50005733,도서,만화,기타만화,
463,50005723,도서,만화,드라마,
464,50005729,도서,만화,명랑/코믹만화,
465,50005724,도서,만화,성인만화,
466,50005725,도서,만화,순정만화,
467,50005726,도서,만화,스포츠만화,
