,cat_id,cat_nm_0,cat_nm_1,cat_nm_2,cat_nm_3
2095,50002685,생활/건강,생활용품,제습/방향/탈취,차량용탈취제
2096,50002692,생활/건강,생활용품,해충퇴치용품,겔
2097,50002695,생활/건강,생활용품,해충퇴치용품,끈끈이
2098,50002690,생활/건강,생활용품,해충퇴치용품,리퀴드
2099,50002691,생활/건강,생활용품,해충퇴치용품,매트형
2100,50002694,생활/건강,생활용품,해충퇴치용품,모기채/파리채
2101,50002688,생활/건강,생활용품,해충퇴치용품,모기향
2102,50006956,생활/건강,생활용품,해충퇴치용품,방충제
2103,50002693,생활/건강,생활용품,해충퇴치용품,아로마/로션
2104,50002689,생활/건강,생활용품,해충퇴치용품,에어졸/스프레이
2105,50002480,생활/건강,생활용품,화장지,갑티슈
2106,50002482,생활/건강,생활용품,화장지,냅킨
2107,50002483,생활/건강,생활용품,화장지,롤화장지
2108,50002485,생활/건강,생활용품,화장지,세정티슈
2109,50002481,생활/건강,생활용품,화장지,여행티슈
2110,50002486,생활/건강,생활용품,화장지,점보롤
2111,50002487,생활/건강,생활용품,화장지,키친타월
2112,50002488,생활/건강,생활용품,화장지,페이퍼타월
2113,50002489,생활/건강,생활용품,화장지,화장지세트
2114,50002490,생활/건강,생활용품,화장지,화장지케이스
2115,50002034,생활/건강,세탁용품,다림판,
2116,50002035,생활/건강,세탁용품,다림풀,
2117,50002310,생활/건강,세탁용품,빨래건조대,이동접이식
2118,50002311,생활/건강,세탁용품,빨래건조대,천장부착식
2119,50002036,생활/건강,세탁용품,빨래바구니,
2120,50002037,생활/건강,세탁용품,빨래삶통,
2121,50002039,생활/건강,세탁용품,빨래집게,
2122,50002040,생활/건강,세탁용품,빨래판,
2123,50002038,생활/건강,세탁용품,빨랫줄,
2124,50002041,생활/건강,세탁용품,세탁망,
2125,50002042,생활/건강,세탁용품,세탁볼,
2126,50002043,생활/건강,세탁용품,세탁솔,
2127,50002044,생활/건강,세탁용품,세탁잡화,
2128,50005381,생활/건강,수납/정리용품,마네킹,
2129,50001835,생활/건강,수납/정리용품,바구니,
2130,50002464,생활/건강,수납/정리용품,선반/진열대,벽걸이선반/진열대
2131,50005260,생활/건강,수납/정리용품,선반/진열대,스탠드선반/진열대
2132,50002466,생활/건강,수납/정리용품,선반/진열대,이동식선반/진열대
2133,50002465,생활/건강,수납/정리용품,선반/진열대,코너선반/진열대
2134,50001839,생활/건강,수납/정리용품,선풍기커버,
2135,50001836,생활/건강,수납/정리용품,소품걸이,
2136,50001838,생활/건강,수납/정리용품,압축팩,
2137,50002475,생활/건강,수납/정리용품,옷걸이,바지걸이
2138,50002472,생활/건강,수납/정리용품,옷걸이,일반옷걸이
2139,50001837,생활/건강,수납/정리용품,옷커버,
2140,50002468,생활/건강,수납/정리용품,정리함,부직포정리함
2141,50002470,생활/건강,수납/정리용품,정리함,소품정리함
2142,50002467,생활/건강,수납/정리용품,정리함,속옷정리함
2143,50002471,생활/건강,수납/정리용품,정리함,신발정리대
2144,50002469,생활/건강,수납/정리용품,정리함,종이정리함
2145,50000374,생활/건강,수집품,LP,
2146,50004131,생활/건강,수집품,게임,다트
2147,50004133,생활/건강,수집품,게임,마술도구
2148,50004132,생활/건강,수집품,게임,보드게임
2149,50000375,생활/건강,수집품,공예품,
2150,50004278,생활/건강,수집품,모형/프라모델/피규어,다이캐스트
2151,50004136,생활/건강,수집품,모형/프라모델/피규어,모형
2152,50004279,생활/건강,수집품,모형/프라모델/피규어,밀리터리
2153,50007029,생활/건강,수집품,모형/프라모델/피규어,보관용품
2154,50004280,생활/건강,수집품,모형/프라모델/피규어,프라모델
2155,50006829,생활/건강,수집품,모형/프라모델/피규어,프라모델용품
2156,50007028,생활/건강,수집품,모형/프라모델/피규어,피규어
2157,50004287,생활/건강,수집품,무선/RC,RC소품
2158,50006129,생활/건강,수집품,무선/RC,드론
2159,50004281,생활/건강,수집품,무선/RC,보트/배
2160,50004286,생활/건강,수집품,무선/RC,비행기
2161,50004282,생활/건강,수집품,무선/RC,자동차
2162,50004284,생활/건강,수집품,무선/RC,중장비
2163,50004283,생활/건강,수집품,무선/RC,탱크
2164,50004285,생활/건강,수집품,무선/RC,헬기
2165,50004294,생활/건강,수집품,서바이벌,건(GUN)
2166,50004292,생활/건강,수집품,서바이벌,보호장비
2167,50004293,생활/건강,수집품,서바이벌,서바이벌용품
2168,50000373,생활/건강,수집품,서예/글씨,
2169,50007086,생활/건강,수집품,아이돌굿즈,기타굿즈
2170,50007082,생활/건강,수집품,아이돌굿즈,문구사무용품
2171,50007081,생활/건강,수집품,아이돌굿즈,스티커
2172,50007084,생활/건강,수집품,아이돌굿즈,응원봉
2173,50007083,생활/건강,수집품,아이돌굿즈,텀블러/물병
2174,50007080,생활/건강,수집품,아이돌굿즈,포토/브로마이드
2175,50007085,생활/건강,수집품,아이돌굿즈,휴대폰용품
2176,50004298,생활/건강,수집품,우표/씰,씰
2177,50004297,생활/건강,수집품,우표/씰,우표
2178,50000378,생활/건강,수집품,이색수집품,
2179,50004299,생활/건강,수집품,중고도서,도서
2180,50004302,생활/건강,수집품,코스튬플레이,소품
2181,50004301,생활/건강,수집품,코스튬플레이,의상
2182,50004135,생활/건강,수집품,퍼즐/블록,블록
2183,50004134,생활/건강,수집품,퍼즐/블록,퍼즐
2184,50000376,생활/건강,수집품,포스터,
2185,50004296,생활/건강,수집품,화폐,주화
2186,50004295,생활/건강,수집품,화폐,지폐
2187,50002071,생활/건강,실버용품,돋보기,
2188,50001947,생활/건강,실버용품,목욕보조용품,
2189,50001948,생활/건강,실버용품,배변보조용품,
2190,50002072,생활/건강,실버용품,보청기,
2191,50001945,생활/건강,실버용품,보행보조용품,
2192,50001946,생활/건강,실버용품,보행차/실버카,
2193,50001949,생활/건강,실버용품,욕창방지용품,
2194,50001950,생활/건강,실버용품,장례용품/수의,
2195,50002314,생활/건강,실버용품,휠체어,스틸휠체어
2196,50002315,생활/건강,실버용품,휠체어,알루미늄휠체어
2197,50002316,생활/건강,실버용품,휠체어,전동휠체어
2198,50004314,생활/건강,악기,건반악기,멜로디언
2199,50004319,생활/건강,악기,건반악기,실로폰
2200,50004315,생활/건강,악기,건반악기,아코디언
2201,50004316,생활/건강,악기,건반악기,오르간
2202,50004320,생활/건강,악기,건반악기,키보드/신시사이저
2203,50004348,생활/건강,악기,관악기,관악기소품/부품
2204,50004347,생활/건강,악기,관악기,리코더
2205,50004343,생활/건강,악기,관악기,바순
2206,50004333,생활/건강,악기,관악기,색소폰
2207,50004341,생활/건강,악기,관악기,오보에
2208,50004334,생활/건강,악기,관악기,오카리나
2209,50004346,생활/건강,악기,관악기,유포니움
2210,50004335,생활/건강,악기,관악기,클라리넷
2211,50004345,생활/건강,악기,관악기,튜바
2212,50004336,생활/건강,악기,관악기,트럼펫
2213,50004344,생활/건강,악기,관악기,트롬본
2214,50004337,생활/건강,악기,관악기,팬플루트
2215,50004338,생활/건강,악기,관악기,플룻
2216,50004342,생활/건강,악기,관악기,피콜로
2217,50004339,생활/건강,악기,관악기,호른
2218,50004340,생활/건강,악기,관악기,휘슬
2219,50004355,생활/건강,악기,국악기,가야금
2220,50004356,생활/건강,악기,국악기,거문고
2221,50004366,생활/건강,악기,국악기,국악기/소품/부품
2222,50004365,생활/건강,악기,국악기,기타국악기
2223,50004357,생활/건강,악기,국악기,꽹과리
2224,50004358,생활/건강,악기,국악기,단소
2225,50004359,생활/건강,악기,국악기,대금
2226,50004360,생활/건강,악기,국악기,북
2227,50004361,생활/건강,악기,국악기,소금
2228,50004362,생활/건강,악기,국악기,장구
2229,50004363,생활/건강,악기,국악기,징
2230,50004364,생활/건강,악기,국악기,해금
2231,50004307,생활/건강,악기,기타(guitar),베이스기타
2232,50004308,생활/건강,악기,기타(guitar),어쿠스틱기타
2233,50004309,생활/건강,악기,기타(guitar),오베이션기타
2234,50004310,생활/건강,악기,기타(guitar),우쿨렐레
2235,50004311,생활/건강,악기,기타(guitar),일렉기타
2236,50004312,생활/건강,악기,기타(guitar),클래식기타
2237,50004485,생활/건강,악기,기타악기,기타교육용악기
2238,50004375,생활/건강,악기,기타악기,탬버린
2239,50004376,생활/건강,악기,기타악기,하모니카
2240,50004374,생활/건강,악기,기타악기,핸드벨
2241,50004367,생활/건강,악기,음향기자재,메트로놈
2242,50004368,생활/건강,악기,음향기자재,보면대
2243,50004369,생활/건강,악기,음향기자재,스탠드
2244,50004370,생활/건강,악기,음향기자재,앰프
2245,50004371,생활/건강,악기,음향기자재,이펙터
2246,50004372,생활/건강,악기,음향기자재,튜너기
2247,50004373,생활/건강,악기,음향기자재,파워믹서
2248,50004354,생활/건강,악기,타악기,기타타악기
2249,50004349,생활/건강,악기,타악기,드럼
2250,50004350,생활/건강,악기,타악기,스틱/스탠드
2251,50004351,생활/건강,악기,타악기,심벌즈
2252,50004352,생활/건강,악기,타악기,전자드럼
2253,50004353,생활/건강,악기,타악기,타악기소품/부품
2254,50004303,생활/건강,악기,피아노,그랜드피아노
2255,50004304,생활/건강,악기,피아노,디지털피아노
2256,50004305,생활/건강,악기,피아노,일반피아노
2257,50004306,생활/건강,악기,피아노,피아노용품
2258,50004329,생활/건강,악기,현악기,기타현악기
2259,50004321,생활/건강,악기,현악기,만돌린
2260,50004322,생활/건강,악기,현악기,바이올린
2261,50004323,생활/건강,악기,현악기,베이스
2262,50004324,생활/건강,악기,현악기,비올라
2263,50004325,생활/건강,악기,현악기,전자바이올린
2264,50004327,생활/건강,악기,현악기,첼로
2265,50004330,생활/건강,악기,현악기,케이스
2266,50004328,생활/건강,악기,현악기,하프
2267,50004332,생활/건강,악기,현악기,현악기소품/부품
2268,50004331,생활/건강,악기,현악기,활
2269,50001834,생활/건강,안마용품,기타안마용품,
2270,50001830,생활/건강,안마용품,안마기,
2271,50001833,생활/건강,안마용품,안마매트,
2272,50001828,생활/건강,안마용품,안마의자,
2273,50001832,생활/건강,안마용품,쿠션안마기,
2274,50002308,생활/건강,욕실용품,면도용품,면도기
2275,50002309,생활/건강,욕실용품,면도용품,면도기날
2276,50004853,생활/건강,욕실용품,비데/비데용품,기계식비데
2277,50004855,생활/건강,욕실용품,비데/비데용품,비데필터
2278,50002269,생활/건강,욕실용품,비데/비데용품,전자식비데
2279,50008471,생활/건강,욕실용품,샤워/목욕용품,때타월/때장갑
2280,50008529,생활/건강,욕실용품,샤워/목욕용품,목욕바구니
2281,50008472,생활/건강,욕실용품,샤워/목욕용품,바디브러시
2282,50008531,생활/건강,욕실용품,샤워/목욕용품,샤워가운
2283,50008370,생활/건강,욕실용품,샤워/목욕용품,샤워볼
2284,50008530,생활/건강,욕실용품,샤워/목욕용품,샤워용품
2285,50008548,생활/건강,욕실용품,샤워/목욕용품,샤워커튼/커튼봉
2286,50002305,생활/건강,욕실용품,샤워기/수전용품,녹물제거/샤워기필터
2287,50002306,생활/건강,욕실용품,샤워기/수전용품,배수구캡
2288,50002299,생활/건강,욕실용품,샤워기/수전용품,샤워기
2289,50002300,생활/건강,욕실용품,샤워기/수전용품,샤워호스
2290,50002302,생활/건강,욕실용품,샤워기/수전용품,수도/수전용품
2291,50002307,생활/건강,욕실용품,샤워기/수전용품,욕실부속품
2292,50008608,생활/건강,욕실용품,수건/타월,바스/비치타월
2293,50008588,생활/건강,욕실용품,수건/타월,세면타월
2294,50008290,생활/건강,욕실용품,수건/타월,주방수건
2295,50008669,생활/건강,욕실용품,욕실발판/욕실매트,미끄럼방지매트
2296,50008788,생활/건강,욕실용품,욕실발판/욕실매트,욕실발판/매트
2297,50008649,생활/건강,욕실용품,욕실용기/홀더,디스펜서
2298,50008728,생활/건강,욕실용품,욕실용기/홀더,비눗갑/홀더/받침
2299,50008511,생활/건강,욕실용품,욕실용기/홀더,수건걸이
2300,50008709,생활/건강,욕실용품,욕실용기/홀더,양치컵
2301,50008748,생활/건강,욕실용품,욕실용기/홀더,치약짜개
2302,50008650,생활/건강,욕실용품,욕실용기/홀더,칫솔통/걸이
2303,50008510,생활/건강,욕실용품,욕실용기/홀더,휴지걸이
2304,50002288,생활/건강,욕실용품,욕실잡화,바가지
2305,50002274,생활/건강,욕실용품,욕실잡화,변기커버
2306,50002294,생활/건강,욕실용품,욕실잡화,세숫대야
2307,50002297,생활/건강,욕실용품,욕실잡화,여행용세트
2308,50002279,생활/건강,욕실용품,욕실잡화,욕실세트
2309,50002284,생활/건강,욕실용품,욕실잡화,욕실의자
2310,50002286,생활/건강,욕실용품,욕실잡화,욕실화
2311,50008648,생활/건강,욕실용품,욕실장/선반,욕실선반
2312,50008609,생활/건강,욕실용품,욕실장/선반,욕실수납장
2313,50008629,생활/건강,욕실용품,욕실청소용품,뚫어뻥
2314,50008668,생활/건강,욕실용품,욕실청소용품,변기솔
2315,50008688,생활/건강,욕실용품,욕실청소용품,욕실청소도구
2316,50002271,생활/건강,욕실용품,욕조/반신욕용품,반신욕조
2317,50002272,생활/건강,욕실용품,욕조/반신욕용품,욕조트레이/소품
2318,50008470,생활/건강,욕실용품,욕조/반신욕용품,월풀욕조/매립욕조
2319,50002270,생활/건강,욕실용품,욕조/반신욕용품,이동식욕조
2320,50008610,생활/건강,욕실용품,위생도기,세면대
2321,50008828,생활/건강,욕실용품,위생도기,양변기
2322,50001782,생활/건강,원예/식물,공기정화식물,
2323,50001783,생활/건강,원예/식물,관엽식물,
2324,50001808,생활/건강,원예/식물,금꽃,
2325,50001787,생활/건강,원예/식물,넝쿨식물,
2326,50001784,생활/건강,원예/식물,다육식물,
2327,50001790,생활/건강,원예/식물,미니화분,
2328,50001807,생활/건강,원예/식물,보존화,
2329,50001791,생활/건강,원예/식물,분재,
2330,50001809,생활/건강,원예/식물,비누꽃,
2331,50001785,생활/건강,원예/식물,수경식물,
2332,50001792,생활/건강,원예/식물,숯부작,
2333,50001786,생활/건강,원예/식물,식용식물,
2334,50001805,생활/건강,원예/식물,씨앗/모종,
2335,50001806,생활/건강,원예/식물,조화,
2336,50001810,생활/건강,원예/식물,종이꽃,
2337,50001789,생활/건강,원예/식물,천연잔디,
2338,50006881,생활/건강,원예/식물,테라리엄,
2339,50001793,생활/건강,원예/식물,토피어리,
2340,50006880,생활/건강,원예/식물,플라워소품만들기,
2341,50001788,생활/건강,원예/식물,허브식물,
2342,50000234,생활/건강,음반,국내앨범,
2343,50000235,생활/건강,음반,해외앨범,
2344,50002067,생활/건강,의료용품,거즈/붕대/솜류,
2345,50002068,생활/건강,의료용품,구급/응급용품,
2346,50002069,생활/건강,의료용품,석션기/네블라이저,
2347,50005258,생활/건강,의료용품,의료용가구,
2348,50002070,생활/건강,의료용품,핀셋/포셉/겸자류,
2349,50003914,생활/건강,자동차용품,DIY용품,DIY전구
2350,50003915,생활/건강,자동차용품,DIY용품,LED소자
2351,50003921,생활/건강,자동차용품,DIY용품,공구
2352,50003909,생활/건강,자동차용품,DIY용품,도색용품
2353,50003910,생활/건강,자동차용품,DIY용품,레진
2354,50003916,생활/건강,자동차용품,DIY용품,릴레이
2355,50003912,생활/건강,자동차용품,DIY용품,보호필름
2356,50003918,생활/건강,자동차용품,DIY용품,스위치
2357,50003913,생활/건강,자동차용품,DIY용품,시트지
2358,50003919,생활/건강,자동차용품,DIY용품,전기용품
2359,50003911,생활/건강,자동차용품,DIY용품,접착제
2360,50003920,생활/건강,자동차용품,DIY용품,휴즈
2361,50003934,생활/건강,자동차용품,공기청정용품,에어컨필터
2362,50003927,생활/건강,자동차용품,램프,기타램프용품
2363,50003926,생활/건강,자동차용품,램프,방향지시등
2364,50003922,생활/건강,자동차용품,램프,실내등
2365,50003923,생활/건강,자동차용품,램프,안개등
2366,50003924,생활/건강,자동차용품,램프,전조등
2367,50003925,생활/건강,자동차용품,램프,테일램프
2368,50000637,생활/건강,자동차용품,배터리,
2369,50003932,생활/건강,자동차용품,배터리용품,기타배터리용품
2370,50003929,생활/건강,자동차용품,배터리용품,배터리충전기
2371,50003930,생활/건강,자동차용품,배터리용품,점프선
2372,50003931,생활/건강,자동차용품,배터리용품,터미널
2373,50003945,생활/건강,자동차용품,세차용품,가죽클리너
2374,50003935,생활/건강,자동차용품,세차용품,광택기
2375,50003946,생활/건강,자동차용품,세차용품,광택코팅제
2376,50003957,생활/건강,자동차용품,세차용품,김서림방지제
2377,50003938,생활/건강,자동차용품,세차용품,먼지털이개
2378,50003939,생활/건강,자동차용품,세차용품,브러시
2379,50003940,생활/건강,자동차용품,세차용품,세차도구세트
2380,50003941,생활/건강,자동차용품,세차용품,세차물통
2381,50003942,생활/건강,자동차용품,세차용품,세차장갑
2382,50003947,생활/건강,자동차용품,세차용품,세차패키지
2383,50003952,생활/건강,자동차용품,세차용품,스티커제거제/타르제거제
2384,50003943,생활/건강,자동차용품,세차용품,스펀지
2385,50003953,생활/건강,자동차용품,세차용품,엔진룸세척
2386,50003956,생활/건강,자동차용품,세차용품,유리복원제
2387,50003955,생활/건강,자동차용품,세차용품,유리세정제
2388,50003954,생활/건강,자동차용품,세차용품,유리코팅제
2389,50003958,생활/건강,자동차용품,세차용품,정전기방지
2390,50003959,생활/건강,자동차용품,세차용품,차량용커버
2391,50003948,생활/건강,자동차용품,세차용품,카샴푸
2392,50003960,생활/건강,자동차용품,세차용품,컴파운드
2393,50003936,생활/건강,자동차용품,세차용품,컴프레셔
2394,50003944,생활/건강,자동차용품,세차용품,타월/융
2395,50003949,생활/건강,자동차용품,세차용품,타이어세정광택제
2396,50003937,생활/건강,자동차용품,세차용품,호스
2397,50003950,생활/건강,자동차용품,세차용품,휠세정광택제
2398,50004101,생활/건강,자동차용품,수납용품,CD바이저
2399,50004102,생활/건강,자동차용품,수납용품,논슬립패드
2400,50004103,생활/건강,자동차용품,수납용품,선글라스클립
2401,50004104,생활/건강,자동차용품,수납용품,옷걸이/후크/행거
2402,50004111,생활/건강,자동차용품,수납용품,우산걸이
2403,50004105,생활/건강,자동차용품,수납용품,콘솔박스
2404,50004112,생활/건강,자동차용품,수납용품,테이블
2405,50004106,생활/건강,자동차용품,수납용품,트렁크정리함
2406,50004107,생활/건강,자동차용품,수납용품,포켓
2407,50004108,생활/건강,자동차용품,수납용품,홀더
2408,50004109,생활/건강,자동차용품,수납용품,휴지통
2409,50000424,생활/건강,자동차용품,스노우체인,
2410,50000638,생활/건강,자동차용품,시트커버,
2411,50004056,생활/건강,자동차용품,오일관리,기타오일용품
2412,50004046,생활/건강,자동차용품,오일관리,미션오일
2413,50004047,생활/건강,자동차용품,오일관리,미션오일첨가제
2414,50004048,생활/건강,자동차용품,오일관리,부동액
2415,50004049,생활/건강,자동차용품,오일관리,브레이크오일
2416,50004054,생활/건강,자동차용품,오일관리,엔진오일
2417,50004050,생활/건강,자동차용품,오일관리,엔진오일첨가제
2418,50004051,생활/건강,자동차용품,오일관리,연료첨가제
2419,50004055,생활/건강,자동차용품,오일관리,연비향상오일
2420,50004052,생활/건강,자동차용품,오일관리,오일세트
2421,50004053,생활/건강,자동차용품,오일관리,오일필터
2422,50004059,생활/건강,자동차용품,익스테리어용품,가드
2423,50004068,생활/건강,자동차용품,익스테리어용품,도어스커프
2424,50004075,생활/건강,자동차용품,익스테리어용품,루프박스
2425,50004060,생활/건강,자동차용품,익스테리어용품,몰딩
2426,50004069,생활/건강,자동차용품,익스테리어용품,번호판볼트
2427,50004061,생활/건강,자동차용품,익스테리어용품,사이드미러
2428,50004070,생활/건강,자동차용품,익스테리어용품,사이드스텝
2429,50004063,생활/건강,자동차용품,익스테리어용품,선루프
2430,50004064,생활/건강,자동차용품,익스테리어용품,선바이저
2431,50004057,생활/건강,자동차용품,익스테리어용품,스티커
2432,50004071,생활/건강,자동차용품,익스테리어용품,안테나볼
2433,50004065,생활/건강,자동차용품,익스테리어용품,에어로파츠
2434,50004058,생활/건강,자동차용품,익스테리어용품,엠블럼
2435,50004066,생활/건강,자동차용품,익스테리어용품,와이퍼
2436,50004067,생활/건강,자동차용품,익스테리어용품,워셔액
2437,50004074,생활/건강,자동차용품,익스테리어용품,캐리어
2438,50004072,생활/건강,자동차용품,익스테리어용품,폴대
2439,50004073,생활/건강,자동차용품,익스테리어용품,후드핀
2440,50004062,생활/건강,자동차용품,익스테리어용품,후사경
2441,50004076,생활/건강,자동차용품,인테리어용품,기어용품
2442,50004077,생활/건강,자동차용품,인테리어용품,대시보드커버
2443,50004078,생활/건강,자동차용품,인테리어용품,룸미러
2444,50004079,생활/건강,자동차용품,인테리어용품,룸미러커버
2445,50004081,생활/건강,자동차용품,인테리어용품,몰딩
2446,50004080,생활/건강,자동차용품,인테리어용품,보조룸미러
2447,50004082,생활/건강,자동차용품,인테리어용품,썬팅필름
2448,50004083,생활/건강,자동차용품,인테리어용품,안전벨트
2449,50004093,생활/건강,자동차용품,인테리어용품,주차번호판
2450,50004084,생활/건강,자동차용품,인테리어용품,차량용나침반
2451,50004088,생활/건강,자동차용품,인테리어용품,차량용사진액자
2452,50004085,생활/건강,자동차용품,인테리어용품,차량용시계
2453,50004086,생활/건강,자동차용품,인테리어용품,차량용장식소품
2454,50004087,생활/건강,자동차용품,인테리어용품,차량용재떨이
2455,50004089,생활/건강,자동차용품,인테리어용품,페달용품
2456,50004090,생활/건강,자동차용품,인테리어용품,핸들
2457,50004091,생활/건강,자동차용품,인테리어용품,핸들커버
2458,50004092,생활/건강,자동차용품,인테리어용품,햇빛가리개
2459,50004094,생활/건강,자동차용품,전기용품,소켓/시거잭
2460,50004095,생활/건강,자동차용품,전기용품,인버터
2461,50004096,생활/건강,자동차용품,전기용품,전류전압안정기
2462,50004097,생활/건강,자동차용품,전기용품,접지케이블
2463,50004099,생활/건강,자동차용품,전기용품,차량용AC어댑터
2464,50004098,생활/건강,자동차용품,전기용품,차량용태양열충전기
2465,50004100,생활/건강,자동차용품,전기용품,컨버터
2466,50006831,생활/건강,자동차용품,차량실내용품,등쿠션
2467,50006830,생활/건강,자동차용품,차량실내용품,목쿠션
2468,50003928,생활/건강,자동차용품,차량실내용품,바닥매트
2469,50006833,생활/건강,자동차용품,차량실내용품,방석
2470,50006832,생활/건강,자동차용품,차량실내용품,팔/틈새쿠션
2471,50000423,생활/건강,자동차용품,차량용케이블,
2472,50003963,생활/건강,자동차용품,키용품,스마트키
2473,50003964,생활/건강,자동차용품,키용품,스킨
2474,50003965,생활/건강,자동차용품,키용품,스타트버튼
2475,50003962,생활/건강,자동차용품,키용품,시동경보기
2476,50003966,생활/건강,자동차용품,키용품,키노브
2477,50003967,생활/건강,자동차용품,키용품,키케이스
2478,50003969,생활/건강,자동차용품,키용품,폴딩키
2479,50004117,생활/건강,자동차용품,타이어/휠,타이어
2480,50004118,생활/건강,자동차용품,타이어/휠,타이어용품
2481,50004115,생활/건강,자동차용품,타이어/휠,휠
2482,50004116,생활/건강,자동차용품,타이어/휠,휠용품
2483,50004127,생활/건강,자동차용품,튜닝용품,게이지
2484,50004126,생활/건강,자동차용품,튜닝용품,계기판
2485,50004130,생활/건강,자동차용품,튜닝용품,기타튜닝용품
2486,50004119,생활/건강,자동차용품,튜닝용품,냉각
2487,50004129,생활/건강,자동차용품,튜닝용품,레이싱용품
2488,50004120,생활/건강,자동차용품,튜닝용품,배기/흡기튜닝
2489,50004121,생활/건강,자동차용품,튜닝용품,브레이크
2490,50004122,생활/건강,자동차용품,튜닝용품,서스펜션
2491,50004123,생활/건강,자동차용품,튜닝용품,엔진튠업
2492,50004124,생활/건강,자동차용품,튜닝용품,점화케이블
2493,50004125,생활/건강,자동차용품,튜닝용품,점화플러그
2494,50004128,생활/건강,자동차용품,튜닝용품,혼
2495,50003970,생활/건강,자동차용품,편의용품,차량용가습기
2496,50003971,생활/건강,자동차용품,편의용품,차량용공기청정기
2497,50003972,생활/건강,자동차용품,편의용품,차량용냉/온장고
2498,50003973,생활/건강,자동차용품,편의용품,차량용면도기
2499,50003974,생활/건강,자동차용품,편의용품,차량용보온컵
2500,50003975,생활/건강,자동차용품,편의용품,차량용선풍기
2501,50004044,생활/건강,자동차용품,편의용품,차량용온풍기
2502,50004045,생활/건강,자동차용품,편의용품,차량용청소기
2503,50004113,생활/건강,자동차용품,휴대폰용품,차량용휴대폰거치대
2504,50004114,생활/건강,자동차용품,휴대폰용품,차량용휴대폰충전기
2505,50001962,생활/건강,재활운동용품,기타재활운동용품,
2506,50001952,생활/건강,재활운동용품,목보호대,
2507,50007229,생활/건강,재활운동용품,상반신보조기,
2508,50001960,생활/건강,재활운동용품,의료용압박스타킹,
2509,50001959,생활/건강,재활운동용품,자세교정용품,
2510,50001961,생활/건강,재활운동용품,재활운동기구,
2511,50007230,생활/건강,재활운동용품,하반신보조기,
2512,50001794,생활/건강,정원/원예용품,물조리개,
2513,50001795,생활/건강,정원/원예용품,수반,
2514,50001796,생활/건강,정원/원예용품,원예부자재,
2515,50001797,생활/건강,정원/원예용품,자갈/모래/흙,
2516,50001798,생활/건강,정원/원예용품,정원데코,
2517,50001799,생활/건강,정원/원예용품,정원부자재,
2518,50001800,생활/건강,정원/원예용품,조경수/묘목,
2519,50001801,생활/건강,정원/원예용품,화분,
2520,50001802,생활/건강,정원/원예용품,화분대,
2521,50001803,생활/건강,정원/원예용품,화분받침,
2522,50001804,생활/건강,정원/원예용품,화분영양제/비료,
2523,50000245,생활/건강,종교,기독교용품,
2524,50000243,생활/건강,종교,불교용품,
2525,50000244,생활/건강,종교,천주교용품,
2526,50001929,생활/건강,좌욕/좌훈용품,좌욕기,
2527,50001930,생활/건강,좌욕/좌훈용품,좌훈기,
2528,50004765,생활/건강,주방용품,교자상/밥상,교자상
2529,50004766,생활/건강,주방용품,교자상/밥상,다과상
2530,50004767,생활/건강,주방용품,교자상/밥상,다용도상
2531,50004768,생활/건강,주방용품,교자상/밥상,상커버
2532,50004544,생활/건강,주방용품,냄비/솥,곰솥/들통
2533,50004545,생활/건강,주방용품,냄비/솥,냄비부자재
2534,50004546,생활/건강,주방용품,냄비/솥,냄비세트
2535,50004547,생활/건강,주방용품,냄비/솥,돌솥
2536,50004548,생활/건강,주방용품,냄비/솥,뚝배기
2537,50004549,생활/건강,주방용품,냄비/솥,압력솥
2538,50004550,생활/건강,주방용품,냄비/솥,양수냄비
2539,50004551,생활/건강,주방용품,냄비/솥,전골냄비
2540,50004552,생활/건강,주방용품,냄비/솥,전자레인지/오븐 용기
2541,50004553,생활/건강,주방용품,냄비/솥,직화냄비
2542,50004554,생활/건강,주방용품,냄비/솥,찜기
2543,50004555,생활/건강,주방용품,냄비/솥,편수냄비
2544,50000216,생활/건강,주방용품,도마,
2545,50005257,생활/건강,주방용품,보관/밀폐용기,기타보관용기
2546,50004564,생활/건강,주방용품,보관/밀폐용기,김치통
2547,50004565,생활/건강,주방용품,보관/밀폐용기,도시락/찬합
2548,50004566,생활/건강,주방용품,보관/밀폐용기,도자기/유리용기
2549,50004567,생활/건강,주방용품,보관/밀폐용기,물병
2550,50004568,생활/건강,주방용품,보관/밀폐용기,물통
2551,50004569,생활/건강,주방용품,보관/밀폐용기,법랑용기
2552,50004578,생활/건강,주방용품,보관/밀폐용기,보온/보냉병
2553,50004570,생활/건강,주방용품,보관/밀폐용기,비닐접착기
2554,50004571,생활/건강,주방용품,보관/밀폐용기,스텐용기
2555,50004572,생활/건강,주방용품,보관/밀폐용기,시리얼디스펜서
2556,50004573,생활/건강,주방용품,보관/밀폐용기,쌀통
2557,50004574,생활/건강,주방용품,보관/밀폐용기,아이스트레이
2558,50004575,생활/건강,주방용품,보관/밀폐용기,양념통/설탕프림기
2559,50004576,생활/건강,주방용품,보관/밀폐용기,플라스틱용기
2560,50004577,생활/건강,주방용품,보관/밀폐용기,항아리
2561,50004515,생활/건강,주방용품,식기,공기
2562,50004517,생활/건강,주방용품,식기,공기대접세트
2563,50004518,생활/건강,주방용품,식기,단반상기
